scope,profile,attack_condition,benign_condition,level,metric,variant_or_feature,mean,ci95_lo,ci95_hi,ci90_lo,ci90_hi,n_pairs
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_sweep_continuous,benign_continuous,120,auprc_high_is_suspicious,entropy,0.6176687519906685,0.6083100384007835,0.6280357296745546,0.6097339740069249,0.6263073741496352,20
test,continuous,attack_sweep_continuous,benign_continuous,120,auprc_high_is_suspicious,unique_ratio,0.887936427450204,0.8684075918226538,0.9059648661640795,0.8718679120488335,0.9030877764686684,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_sweep_continuous,benign_continuous,200,auprc_high_is_suspicious,entropy,0.725785879982502,0.7142809301136476,0.7381241551064539,0.716017719581877,0.7358983927099173,20
test,continuous,attack_sweep_continuous,benign_continuous,200,auprc_high_is_suspicious,unique_ratio,0.9923220086262367,0.9898702433607105,0.99456440990969,0.9902443638104587,0.9942354912406338,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,combined,0.5096666666666667,0.4706583333333332,0.5453333333333333,0.47733333333333333,0.5403333333333333,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,combined,0.5096666666666667,0.472,0.5453333333333332,0.47800000000000004,0.5403333333333333,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,volume,0.5096666666666667,0.47133333333333327,0.5463333333333333,0.47733333333333333,0.5413333333333333,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,volume,0.5096666666666667,0.471,0.5449999999999999,0.4766666666666667,0.5396666666666666,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,entropy,0.9503333333333334,0.9366666666666668,0.9636666666666669,0.9389999999999998,0.9616666666666666,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,entropy,0.9520000000000002,0.9383333333333332,0.9649999999999999,0.9403333333333332,0.9630000000000001,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,entropy,0.001666666666666683,-0.0013333333333333031,0.00533333333333334,-0.0006666666666666598,0.00466666666666668,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,24,auprc_high_is_suspicious,entropy,0.5048037886088164,0.5007964224525708,0.5090550126245516,0.5013526718785775,0.5082483726372491,20
test,continuous,attack_random_continuous,benign_continuous,24,auprc_high_is_suspicious,unique_ratio,0.5048969937952388,0.4969573340096281,0.5133112559943372,0.4980438185738527,0.5118461820693263,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,60,auprc_high_is_suspicious,entropy,0.5076354806025759,0.49843451312013176,0.5177264338833387,0.49985359019346703,0.5158652738384072,20
test,continuous,attack_random_continuous,benign_continuous,60,auprc_high_is_suspicious,unique_ratio,0.5100545394693893,0.4844902012501211,0.5383240449178498,0.4887750304467785,0.5337095821029695,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,120,auprc_high_is_suspicious,entropy,0.5111758352945586,0.49999744789050576,0.5217945261845975,0.501871764390107,0.5200337833923281,20
test,continuous,attack_random_continuous,benign_continuous,120,auprc_high_is_suspicious,unique_ratio,0.5100347292377123,0.482945541011935,0.5381101869099483,0.4872553356265208,0.5335257516149403,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,200,auprc_high_is_suspicious,entropy,0.5130999227742619,0.5056238059546065,0.5205577180664751,0.5067990639591266,0.519425880409279,20
test,continuous,attack_random_continuous,benign_continuous,200,auprc_high_is_suspicious,unique_ratio,0.5073623599525735,0.48312218072243857,0.5312700459044524,0.487276898994927,0.5275078174540839,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,combined,0.5096666666666667,0.47165833333333324,0.5446666666666666,0.47798333333333337,0.5393333333333332,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,combined,-0.5096666666666667,-0.544,-0.471,-0.5393333333333333,-0.47766666666666674,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,volume,0.5096666666666667,0.4703249999999999,0.5453333333333332,0.477,0.5400166666666668,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,volume,0.5096666666666667,0.472,0.5446666666666667,0.47766666666666663,0.5396666666666665,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,entropy,0.9503333333333334,0.9369999999999999,0.9636666666666664,0.9393333333333331,0.9613333333333335,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,entropy,-0.9503333333333334,-0.9630000000000001,-0.9366666666666669,-0.9613333333333332,-0.9390000000000001,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,unique,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,delta_j_combined_minus_volume,combined-minus-volume,-0.5096666666666667,-0.5450083333333333,-0.4699999999999999,-0.5393333333333332,-0.477,20
test,continuous,attack_fixed_continuous,benign_continuous,24,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_fixed_continuous,benign_continuous,24,auprc_high_is_suspicious,entropy,0.3128471875703661,0.3122910763599327,0.31342025376414007,0.31237469694602465,0.31333708476059613,20
test,continuous,attack_fixed_continuous,benign_continuous,24,auprc_high_is_suspicious,unique_ratio,0.31302313376683133,0.3126693725646586,0.3134185209566403,0.31272204317636265,0.313343867879262,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,combined,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,entropy,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,unique,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,delta_j_combined_minus_volume,combined-minus-volume,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_fixed_continuous,benign_continuous,60,auprc_high_is_suspicious,entropy,0.3098081172121786,0.3096672127675371,0.30995952403006194,0.30968856522171845,0.3099356403458715,20
test,continuous,attack_fixed_continuous,benign_continuous,60,auprc_high_is_suspicious,unique_ratio,0.31019381357022935,0.3100077718622104,0.3104024360969799,0.3100367085824529,0.3103689371093385,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,combined,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,entropy,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,unique,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,delta_j_combined_minus_volume,combined-minus-volume,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_fixed_continuous,benign_continuous,120,auprc_high_is_suspicious,entropy,0.3091247121341462,0.309067041912733,0.30918453743572516,0.3090762781132871,0.3091744680303895,20
test,continuous,attack_fixed_continuous,benign_continuous,120,auprc_high_is_suspicious,unique_ratio,0.309312858236385,0.3092510295301147,0.30937107847819195,0.30926015501077464,0.309362348674201,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,youden_j,combined,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
