condition,level,seed,window_idx,samples,entropy,unique_ratio,block_combined,block_volume,block_entropy,block_unique
benign,60,26260994,0,54,5.7179,0.9815,1,1,1,1
benign,60,26260994,1,55,5.7450,0.9818,1,1,1,1
benign,60,26260994,2,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,3,54,5.7179,0.9815,1,1,1,1
benign,60,26260994,4,55,5.7450,0.9818,1,1,1,1
benign,60,26260994,5,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,6,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,7,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,8,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,9,55,5.7450,0.9818,1,1,1,1
benign,60,26260994,10,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,11,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,12,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,13,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,14,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,15,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,16,58,5.8235,0.9828,1,1,1,1
benign,60,26260994,17,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,18,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,19,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,20,52,5.6620,0.9808,1,1,1,1
benign,60,26260994,21,52,5.6620,0.9808,1,1,1,1
benign,60,26260994,22,53,5.6902,0.9811,1,1,1,1
benign,60,26260994,23,53,5.6902,0.9811,1,1,1,1
benign,60,26260994,24,53,5.6902,0.9811,1,1,1,1
benign,60,26260994,25,54,5.7179,0.9815,1,1,1,1
benign,60,26260994,26,53,5.6902,0.9811,1,1,1,1
benign,60,26260994,27,54,5.7179,0.9815,1,1,1,1
benign,60,26260994,28,55,5.7450,0.9818,1,1,1,1
benign,60,26260994,29,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,30,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,31,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,32,57,5.8329,1.0000,1,1,1,1
benign,60,26260994,33,58,5.8580,1.0000,1,1,1,1
benign,60,26260994,34,59,5.8826,1.0000,1,1,1,1
benign,60,26260994,35,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,36,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,37,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,38,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,39,59,5.8826,1.0000,1,1,1,1
benign,60,26260994,40,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,41,59,5.8826,1.0000,1,1,1,1
benign,60,26260994,42,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,43,59,5.8487,0.9831,1,1,1,1
benign,60,26260994,44,60,5.8736,0.9833,1,1,1,1
benign,60,26260994,45,61,5.8980,0.9836,1,1,1,1
benign,60,26260994,46,62,5.9219,0.9839,1,1,1,1
benign,60,26260994,47,57,5.7978,0.9825,1,1,1,1
benign,60,26260994,48,56,5.7716,0.9821,1,1,1,1
benign,60,26260994,49,55,5.7814,1.0000,1,1,1,1
benign,60,26260994,50,56,5.8074,1.0000,1,1,1,1
benign,60,26260994,51,57,5.8329,1.0000,1,1,1,1
benign,60,26260994,52,58,5.8580,1.0000,1,1,1,1
benign,60,26260994,53,59,5.8826,1.0000,1,1,1,1
benign,60,26260994,54,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,55,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,56,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,57,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,58,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,59,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,60,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,61,62,5.9542,1.0000,1,1,1,1
benign,60,26260994,62,60,5.9069,1.0000,1,1,1,1
benign,60,26260994,63,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,64,62,5.9542,1.0000,1,1,1,1
benign,60,26260994,65,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,66,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,67,61,5.9307,1.0000,1,1,1,1
benign,60,26260994,68,62,5.9542,1.0000,1,1,1,1
benign,60,26260994,69,62,5.9542,1.0000,1,1,1,1
benign,60,26260994,70,63,5.9773,1.0000,1,1,1,1
benign,60,26260994,71,63,5.9773,1.0000,1,1,1,1
benign,60,26260994,72,64,6.0000,1.0000,1,1,1,1
benign,60,26260994,73,65,6.0224,1.0000,1,1,1,1
benign,60,26260994,74,66,6.0444,1.0000,1,1,1,1
benign,60,26260994,75,67,6.0661,1.0000,1,1,1,1
benign,60,26260994,76,68,6.0875,1.0000,1,1,1,1
benign,60,26260994,77,66,6.0444,1.0000,1,1,1,1
benign,60,26260994,78,67,6.0661,1.0000,1,1,1,1
benign,60,26260994,79,65,6.0224,1.0000,1,1,1,1
benign,60,26260994,80,66,6.0444,1.0000,1,1,1,1
benign,60,26260994,81,66,6.0444,1.0000,1,1,1,1
benign,60,26260994,82,66,6.0444,1.0000,1,1,1,1
benign,60,26260994,83,67,6.0661,1.0000,1,1,1,1
benign,60,26260994,84,66,6.0444,1.0000,1,1,1,1
benign,60,26260994,85,67,6.0661,1.0000,1,1,1,1
benign,60,26260994,86,68,6.0875,1.0000,1,1,1,1
benign,60,26260994,87,69,6.1085,1.0000,1,1,1,1
benign,60,26260994,88,69,6.1085,1.0000,1,1,1,1
benign,60,26260994,89,70,6.1293,1.0000,1,1,1,1
benign,60,26260994,90,71,6.1497,1.0000,1,1,1,1
benign,60,26260994,91,72,6.1699,1.0000,1,1,1,1
benign,60,26260994,92,72,6.1699,1.0000,1,1,1,1
benign,60,26260994,93,73,6.1898,1.0000,1,1,1,1
benign,60,26260994,94,74,6.2095,1.0000,1,1,1,1
benign,60,26260994,95,74,6.2095,1.0000,1,1,1,1
benign,60,26260994,96,74,6.2095,1.0000,1,1,1,1
benign,60,26260994,97,74,6.2095,1.0000,1,1,1,1
benign,60,26260994,98,75,6.2288,1.0000,1,1,1,1
benign,60,26260994,99,76,6.2479,1.0000,1,1,1,1
benign,60,26260994,100,76,6.2479,1.0000,1,1,1,1
benign,60,26260994,101,72,6.1421,0.9861,1,1,1,1
benign,60,26260994,102,72,6.1421,0.9861,1,1,1,1
benign,60,26260994,103,73,6.1624,0.9863,1,1,1,1
benign,60,26260994,104,74,6.1824,0.9865,1,1,1,1
benign,60,26260994,105,74,6.1824,0.9865,1,1,1,1
benign,60,26260994,106,74,6.1824,0.9865,1,1,1,1
benign,60,26260994,107,75,6.2022,0.9867,1,1,1,1
benign,60,26260994,108,71,6.1216,0.9859,1,1,1,1
benign,60,26260994,109,69,6.0795,0.9855,1,1,1,1
benign,60,26260994,110,70,6.1007,0.9857,1,1,1,1
benign,60,26260994,111,71,6.1216,0.9859,1,1,1,1
benign,60,26260994,112,71,6.1216,0.9859,1,1,1,1
benign,60,26260994,113,68,6.0286,0.9706,1,1,1,1
benign,60,26260994,114,68,6.0286,0.9706,1,1,1,1
benign,60,26260994,115,69,6.0506,0.9710,1,1,1,1
benign,60,26260994,116,70,6.0721,0.9714,1,1,1,1
benign,60,26260994,117,71,6.0934,0.9718,1,1,1,1
benign,60,26260994,118,72,6.1144,0.9722,1,1,1,1
benign,60,26260994,119,73,6.1350,0.9726,1,1,1,1
benign,60,26260994,120,73,6.1350,0.9726,1,1,1,1
benign,60,26260994,121,72,6.1144,0.9722,1,1,1,1
benign,60,26260994,122,73,6.1350,0.9726,1,1,1,1
benign,60,26260994,123,73,6.1350,0.9726,1,1,1,1
benign,60,26260994,124,72,6.1144,0.9722,1,1,1,1
benign,60,26260994,125,71,6.0934,0.9718,1,1,1,1
benign,60,26260994,126,72,6.1144,0.9722,1,1,1,1
benign,60,26260994,127,73,6.1350,0.9726,1,1,1,1
benign,60,26260994,128,74,6.1554,0.9730,1,1,1,1
benign,60,26260994,129,75,6.1755,0.9733,1,1,1,1
benign,60,26260994,130,76,6.1953,0.9737,1,1,1,1
benign,60,26260994,131,77,6.2148,0.9740,1,1,1,1
benign,60,26260994,132,77,6.2148,0.9740,1,1,1,1
benign,60,26260994,133,78,6.2341,0.9744,1,1,1,1
benign,60,26260994,134,77,6.2148,0.9740,1,1,1,1
benign,60,26260994,135,76,6.1953,0.9737,1,1,1,1
benign,60,26260994,136,77,6.2148,0.9740,1,1,1,1
benign,60,26260994,137,78,6.2341,0.9744,1,1,1,1
benign,60,26260994,138,79,6.2531,0.9747,1,1,1,1
benign,60,26260994,139,80,6.2719,0.9750,1,1,1,1
benign,60,26260994,140,80,6.2719,0.9750,1,1,1,1
benign,60,26260994,141,78,6.2341,0.9744,1,1,1,1
benign,60,26260994,142,76,6.1953,0.9737,1,1,1,1
benign,60,26260994,143,77,6.2148,0.9740,1,1,1,1
benign,60,26260994,144,75,6.1488,0.9600,1,1,1,1
benign,60,26260994,145,69,6.0795,0.9855,1,1,1,1
benign,60,26260994,146,70,6.1007,0.9857,1,1,1,1
benign,60,26260994,147,71,6.1216,0.9859,1,1,1,1
benign,60,26260994,148,72,6.1421,0.9861,1,1,1,1
benign,60,26260994,149,72,6.1421,0.9861,1,1,1,1
benign,120,32261181,0,96,6.5016,0.9688,1,1,1,1
benign,120,32261181,1,93,6.4531,0.9677,1,1,1,1
benign,120,32261181,2,93,6.4531,0.9677,1,1,1,1
benign,120,32261181,3,94,6.4695,0.9681,1,1,1,1
benign,120,32261181,4,95,6.4856,0.9684,1,1,1,1
benign,120,32261181,5,96,6.5016,0.9688,1,1,1,1
benign,120,32261181,6,97,6.5174,0.9691,1,1,1,1
benign,120,32261181,7,96,6.5016,0.9688,1,1,1,1
benign,120,32261181,8,97,6.5174,0.9691,1,1,1,1
benign,120,32261181,9,98,6.5331,0.9694,1,1,1,1
benign,120,32261181,10,99,6.5283,0.9596,1,1,1,1
benign,120,32261181,11,97,6.4968,0.9588,1,1,1,1
benign,120,32261181,12,98,6.5127,0.9592,1,1,1,1
benign,120,32261181,13,99,6.5283,0.9596,1,1,1,1
benign,120,32261181,14,100,6.5439,0.9600,1,1,1,1
benign,120,32261181,15,100,6.5439,0.9600,1,1,1,1
benign,120,32261181,16,101,6.5592,0.9604,1,1,1,1
benign,120,32261181,17,100,6.5439,0.9600,1,1,1,1
benign,120,32261181,18,100,6.5439,0.9600,1,1,1,1
benign,120,32261181,19,101,6.5592,0.9604,1,1,1,1
benign,120,32261181,20,102,6.5744,0.9608,1,1,1,1
benign,120,32261181,21,102,6.5744,0.9608,1,1,1,1
benign,120,32261181,22,103,6.5894,0.9612,1,1,1,1
benign,120,32261181,23,104,6.6043,0.9615,1,1,1,1
benign,120,32261181,24,105,6.6190,0.9619,1,1,1,1
benign,120,32261181,25,105,6.6499,0.9714,1,1,1,1
benign,120,32261181,26,105,6.6499,0.9714,1,1,1,1
benign,120,32261181,27,103,6.6209,0.9709,1,1,1,1
benign,120,32261181,28,104,6.6355,0.9712,1,1,1,1
benign,120,32261181,29,103,6.6209,0.9709,1,1,1,1
benign,120,32261181,30,103,6.6209,0.9709,1,1,1,1
benign,120,32261181,31,104,6.6355,0.9712,1,1,1,1
benign,120,32261181,32,102,6.6062,0.9706,1,1,1,1
benign,120,32261181,33,103,6.6209,0.9709,1,1,1,1
benign,120,32261181,34,103,6.6477,0.9806,1,1,1,1
benign,120,32261181,35,104,6.6620,0.9808,1,1,1,1
benign,120,32261181,36,105,6.6762,0.9810,1,1,1,1
benign,120,32261181,37,106,6.6902,0.9811,1,1,1,1
benign,120,32261181,38,107,6.7041,0.9813,1,1,1,1
benign,120,32261181,39,107,6.7041,0.9813,1,1,1,1
benign,120,32261181,40,106,6.6902,0.9811,1,1,1,1
benign,120,32261181,41,106,6.6902,0.9811,1,1,1,1
benign,120,32261181,42,103,6.6477,0.9806,1,1,1,1
benign,120,32261181,43,103,6.6477,0.9806,1,1,1,1
benign,120,32261181,44,104,6.6620,0.9808,1,1,1,1
benign,120,32261181,45,104,6.6620,0.9808,1,1,1,1
benign,120,32261181,46,104,6.6620,0.9808,1,1,1,1
benign,120,32261181,47,105,6.6762,0.9810,1,1,1,1
benign,120,32261181,48,106,6.6902,0.9811,1,1,1,1
benign,120,32261181,49,107,6.7041,0.9813,1,1,1,1
benign,120,32261181,50,108,6.7179,0.9815,1,1,1,1
benign,120,32261181,51,109,6.7315,0.9817,1,1,1,1
benign,120,32261181,52,110,6.7450,0.9818,1,1,1,1
benign,120,32261181,53,111,6.7584,0.9820,1,1,1,1
benign,120,32261181,54,111,6.7404,0.9730,1,1,1,1
benign,120,32261181,55,112,6.7538,0.9732,1,1,1,1
benign,120,32261181,56,113,6.7671,0.9735,1,1,1,1
benign,120,32261181,57,114,6.7803,0.9737,1,1,1,1
benign,120,32261181,58,115,6.7933,0.9739,1,1,1,1
benign,120,32261181,59,116,6.8063,0.9741,1,1,1,1
benign,120,32261181,60,116,6.8063,0.9741,1,1,1,1
benign,120,32261181,61,116,6.8063,0.9741,1,1,1,1
benign,120,32261181,62,117,6.8191,0.9744,1,1,1,1
benign,120,32261181,63,117,6.8191,0.9744,1,1,1,1
benign,120,32261181,64,113,6.7671,0.9735,1,1,1,1
benign,120,32261181,65,113,6.7671,0.9735,1,1,1,1
benign,120,32261181,66,113,6.7671,0.9735,1,1,1,1
benign,120,32261181,67,114,6.7803,0.9737,1,1,1,1
benign,120,32261181,68,115,6.7933,0.9739,1,1,1,1
benign,120,32261181,69,116,6.8063,0.9741,1,1,1,1
benign,120,32261181,70,117,6.8191,0.9744,1,1,1,1
benign,120,32261181,71,116,6.8063,0.9741,1,1,1,1
benign,120,32261181,72,117,6.8191,0.9744,1,1,1,1
benign,120,32261181,73,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,74,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,75,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,76,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,77,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,78,113,6.7848,0.9823,1,1,1,1
benign,120,32261181,79,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,80,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,81,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,82,116,6.8235,0.9828,1,1,1,1
benign,120,32261181,83,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,84,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,85,113,6.7848,0.9823,1,1,1,1
benign,120,32261181,86,113,6.7848,0.9823,1,1,1,1
benign,120,32261181,87,113,6.7848,0.9823,1,1,1,1
benign,120,32261181,88,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,89,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,90,116,6.8235,0.9828,1,1,1,1
benign,120,32261181,91,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,92,114,6.7978,0.9825,1,1,1,1
benign,120,32261181,93,115,6.8107,0.9826,1,1,1,1
benign,120,32261181,94,116,6.8235,0.9828,1,1,1,1
benign,120,32261181,95,117,6.8362,0.9829,1,1,1,1
benign,120,32261181,96,118,6.8487,0.9831,1,1,1,1
benign,120,32261181,97,119,6.8612,0.9832,1,1,1,1
benign,120,32261181,98,119,6.8444,0.9748,1,1,1,1
benign,120,32261181,99,120,6.8569,0.9750,1,1,1,1
benign,120,32261181,100,121,6.8693,0.9752,1,1,1,1
benign,120,32261181,101,122,6.8816,0.9754,1,1,1,1
benign,120,32261181,102,123,6.8937,0.9756,1,1,1,1
benign,120,32261181,103,120,6.8569,0.9750,1,1,1,1
benign,120,32261181,104,120,6.8736,0.9833,1,1,1,1
benign,120,32261181,105,121,6.8858,0.9835,1,1,1,1
benign,120,32261181,106,120,6.8902,0.9917,1,1,1,1
benign,120,32261181,107,121,6.9023,0.9917,1,1,1,1
benign,120,32261181,108,122,6.9143,0.9918,1,1,1,1
benign,120,32261181,109,120,6.8902,0.9917,1,1,1,1
benign,120,32261181,110,115,6.8281,0.9913,1,1,1,1
benign,120,32261181,111,116,6.8407,0.9914,1,1,1,1
benign,120,32261181,112,114,6.8153,0.9912,1,1,1,1
benign,120,32261181,113,115,6.8281,0.9913,1,1,1,1
benign,120,32261181,114,115,6.8455,1.0000,1,1,1,1
benign,120,32261181,115,116,6.8580,1.0000,1,1,1,1
benign,120,32261181,116,117,6.8704,1.0000,1,1,1,1
benign,120,32261181,117,118,6.8657,0.9915,1,1,1,1
benign,120,32261181,118,118,6.8657,0.9915,1,1,1,1
benign,120,32261181,119,119,6.8780,0.9916,1,1,1,1
benign,120,32261181,120,120,6.8902,0.9917,1,1,1,1
benign,120,32261181,121,121,6.9023,0.9917,1,1,1,1
benign,120,32261181,122,121,6.9023,0.9917,1,1,1,1
benign,120,32261181,123,122,6.9143,0.9918,1,1,1,1
benign,120,32261181,124,117,6.8533,0.9915,1,1,1,1
benign,120,32261181,125,118,6.8657,0.9915,1,1,1,1
benign,120,32261181,126,116,6.8407,0.9914,1,1,1,1
benign,120,32261181,127,117,6.8533,0.9915,1,1,1,1
benign,120,32261181,128,117,6.8533,0.9915,1,1,1,1
benign,120,32261181,129,116,6.8407,0.9914,1,1,1,1
benign,120,32261181,130,117,6.8533,0.9915,1,1,1,1
benign,120,32261181,131,116,6.8407,0.9914,1,1,1,1
benign,120,32261181,132,116,6.8407,0.9914,1,1,1,1
benign,120,32261181,133,117,6.8533,0.9915,1,1,1,1
benign,120,32261181,134,117,6.8533,0.9915,1,1,1,1
benign,120,32261181,135,111,6.7764,0.9910,1,1,1,1
benign,120,32261181,136,112,6.7895,0.9911,1,1,1,1
benign,120,32261181,137,112,6.7895,0.9911,1,1,1,1
benign,120,32261181,138,113,6.8025,0.9912,1,1,1,1
benign,120,32261181,139,113,6.8025,0.9912,1,1,1,1
benign,120,32261181,140,112,6.7895,0.9911,1,1,1,1
benign,120,32261181,141,113,6.8025,0.9912,1,1,1,1
benign,120,32261181,142,111,6.7764,0.9910,1,1,1,1
benign,120,32261181,143,112,6.7895,0.9911,1,1,1,1
benign,120,32261181,144,113,6.8025,0.9912,1,1,1,1
benign,120,32261181,145,114,6.8153,0.9912,1,1,1,1
benign,120,32261181,146,113,6.8025,0.9912,1,1,1,1
benign,120,32261181,147,114,6.8153,0.9912,1,1,1,1
benign,120,32261181,148,110,6.7632,0.9909,1,1,1,1
benign,120,32261181,149,110,6.7814,1.0000,1,1,1,1
attack_bursty,24,22700919,0,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,1,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,2,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,3,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,4,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,5,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,6,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,7,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,8,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,9,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,10,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,11,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,12,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,13,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,14,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,15,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,16,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,17,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,18,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,19,40,5.3219,1.0000,1,1,1,1
attack_bursty,24,22700919,20,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,21,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,22,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,23,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,24,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,25,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,26,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,27,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,28,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,29,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,30,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,31,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,32,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,33,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,34,21,4.3923,1.0000,0,0,1,1
attack_bursty,24,22700919,35,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,36,17,4.0875,1.0000,0,0,1,1
attack_bursty,24,22700919,37,15,3.9069,1.0000,0,0,0,1
attack_bursty,24,22700919,38,15,3.9069,1.0000,0,0,0,1
attack_bursty,24,22700919,39,16,4.0000,1.0000,0,0,1,1
attack_bursty,24,22700919,40,16,4.0000,1.0000,0,0,1,1
attack_bursty,24,22700919,41,17,4.0875,1.0000,0,0,1,1
attack_bursty,24,22700919,42,17,4.0875,1.0000,0,0,1,1
attack_bursty,24,22700919,43,15,3.9069,1.0000,0,0,0,1
attack_bursty,24,22700919,44,16,4.0000,1.0000,0,0,1,1
attack_bursty,24,22700919,45,15,3.9069,1.0000,0,0,0,1
attack_bursty,24,22700919,46,14,3.8074,1.0000,0,0,0,1
attack_bursty,24,22700919,47,15,3.9069,1.0000,0,0,0,1
attack_bursty,24,22700919,48,16,4.0000,1.0000,0,0,1,1
attack_bursty,24,22700919,49,17,4.0875,1.0000,0,0,1,1
attack_bursty,24,22700919,50,17,4.0875,1.0000,0,0,1,1
attack_bursty,24,22700919,51,18,4.1699,1.0000,0,0,1,1
attack_bursty,24,22700919,52,17,4.0875,1.0000,0,0,1,1
attack_bursty,24,22700919,53,18,4.1699,1.0000,0,0,1,1
attack_bursty,24,22700919,54,19,4.2479,1.0000,0,0,1,1
attack_bursty,24,22700919,55,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,56,21,4.3923,1.0000,0,0,1,1
attack_bursty,24,22700919,57,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,58,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,59,23,4.5236,1.0000,0,0,1,1
attack_bursty,24,22700919,60,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,61,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,62,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,63,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,64,21,4.3923,1.0000,0,0,1,1
attack_bursty,24,22700919,65,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,66,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,67,21,4.3923,1.0000,0,0,1,1
attack_bursty,24,22700919,68,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,69,20,4.3219,1.0000,0,0,1,1
attack_bursty,24,22700919,70,21,4.3923,1.0000,0,0,1,1
attack_bursty,24,22700919,71,22,4.4594,1.0000,0,0,1,1
attack_bursty,24,22700919,72,23,4.5236,1.0000,0,0,1,1
attack_bursty,24,22700919,73,24,4.5850,1.0000,1,1,1,1
attack_bursty,24,22700919,74,25,4.6439,1.0000,1,1,1,1
attack_bursty,24,22700919,75,26,4.7004,1.0000,1,1,1,1
attack_bursty,24,22700919,76,25,4.6439,1.0000,1,1,1,1
attack_bursty,24,22700919,77,26,4.7004,1.0000,1,1,1,1
attack_bursty,24,22700919,78,27,4.7549,1.0000,1,1,1,1
attack_bursty,24,22700919,79,28,4.8074,1.0000,1,1,1,1
attack_bursty,24,22700919,80,24,4.5850,1.0000,1,1,1,1
attack_bursty,24,22700919,81,25,4.6439,1.0000,1,1,1,1
attack_bursty,24,22700919,82,26,4.7004,1.0000,1,1,1,1
attack_bursty,24,22700919,83,26,4.7004,1.0000,1,1,1,1
attack_bursty,24,22700919,84,27,4.7549,1.0000,1,1,1,1
attack_bursty,24,22700919,85,27,4.7549,1.0000,1,1,1,1
attack_bursty,24,22700919,86,28,4.8074,1.0000,1,1,1,1
attack_bursty,24,22700919,87,28,4.8074,1.0000,1,1,1,1
attack_bursty,24,22700919,88,29,4.8580,1.0000,1,1,1,1
attack_bursty,24,22700919,89,30,4.9069,1.0000,1,1,1,1
attack_bursty,24,22700919,90,29,4.8580,1.0000,1,1,1,1
attack_bursty,24,22700919,91,30,4.9069,1.0000,1,1,1,1
attack_bursty,24,22700919,92,31,4.9542,1.0000,1,1,1,1
attack_bursty,24,22700919,93,31,4.9542,1.0000,1,1,1,1
attack_bursty,24,22700919,94,32,5.0000,1.0000,1,1,1,1
attack_bursty,24,22700919,95,31,4.9542,1.0000,1,1,1,1
attack_bursty,24,22700919,96,32,5.0000,1.0000,1,1,1,1
attack_bursty,24,22700919,97,33,5.0444,1.0000,1,1,1,1
attack_bursty,24,22700919,98,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,99,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,100,33,5.0444,1.0000,1,1,1,1
attack_bursty,24,22700919,101,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,102,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,103,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,104,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,105,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,106,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,107,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,108,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,109,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,110,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,111,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,112,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,113,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,114,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,115,33,5.0444,1.0000,1,1,1,1
attack_bursty,24,22700919,116,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,117,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,118,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,119,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,120,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,121,33,5.0444,1.0000,1,1,1,1
attack_bursty,24,22700919,122,33,5.0444,1.0000,1,1,1,1
attack_bursty,24,22700919,123,34,5.0875,1.0000,1,1,1,1
attack_bursty,24,22700919,124,35,5.1293,1.0000,1,1,1,1
attack_bursty,24,22700919,125,36,5.1699,1.0000,1,1,1,1
attack_bursty,24,22700919,126,37,5.2095,1.0000,1,1,1,1
attack_bursty,24,22700919,127,38,5.2479,1.0000,1,1,1,1
attack_bursty,24,22700919,128,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,129,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,130,39,5.2854,1.0000,1,1,1,1
attack_bursty,24,22700919,131,39,5.2854,1.0000,1,1,1,1
