scope,profile,attack_condition,benign_condition,level,metric,variant_or_feature,mean,ci95_lo,ci95_hi,ci90_lo,ci90_hi,n_pairs
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,120,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_sweep_continuous,benign_continuous,120,auprc_high_is_suspicious,entropy,0.672651318342362,0.647499109456014,0.6988995820727819,0.6514354486223983,0.6943733316595805,20
test,continuous,attack_sweep_continuous,benign_continuous,120,auprc_high_is_suspicious,unique_ratio,0.9203304882721897,0.8761487536401769,0.9532164856858141,0.8847167069393763,0.9490155574250594,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_sweep_continuous,benign_continuous,200,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_sweep_continuous,benign_continuous,200,auprc_high_is_suspicious,entropy,0.7727827449016298,0.7365644795557666,0.8106434065502273,0.742152711945518,0.804486024844399,20
test,continuous,attack_sweep_continuous,benign_continuous,200,auprc_high_is_suspicious,unique_ratio,0.9910054483518745,0.9818045432971301,0.997890974696499,0.9836213150581349,0.9971497913826954,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,combined,0.5050000000000001,0.4083333333333333,0.6016666666666667,0.4249166666666666,0.585,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,combined,0.5050000000000001,0.41,0.6000000000000001,0.425,0.585,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,volume,0.5050000000000001,0.41,0.6033333333333333,0.42666666666666664,0.5866666666666667,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,volume,0.5050000000000001,0.4083333333333333,0.6033333333333333,0.4216666666666667,0.5866666666666667,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,entropy,0.9683333333333334,0.9433333333333331,0.99,0.9466666666666667,0.9866666666666667,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,entropy,0.9716666666666667,0.9466666666666667,0.9916666666666666,0.9516666666666665,0.9883333333333333,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,entropy,0.0033333333333333327,0.0,0.009999999999999998,0.0,0.009999999999999998,20
test,continuous,attack_random_continuous,benign_continuous,24,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,24,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,24,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,24,auprc_high_is_suspicious,entropy,0.5155436292765408,0.502653040245713,0.5308291300707639,0.5042220792037879,0.5282353891947384,20
test,continuous,attack_random_continuous,benign_continuous,24,auprc_high_is_suspicious,unique_ratio,0.5126175286870208,0.4960282162434418,0.5294074560830746,0.49851159826733743,0.526540825703924,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,60,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,60,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,60,auprc_high_is_suspicious,entropy,0.5359301552119369,0.5163945830251441,0.5553655577632076,0.5196583101104715,0.5519661111699241,20
test,continuous,attack_random_continuous,benign_continuous,60,auprc_high_is_suspicious,unique_ratio,0.5391942337859696,0.4958741993026234,0.5849172775265371,0.502887148533115,0.5773202307051758,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,120,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,120,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,120,auprc_high_is_suspicious,entropy,0.528782920199313,0.505159707855094,0.5534580016871945,0.5090968585221591,0.5492299500877016,20
test,continuous,attack_random_continuous,benign_continuous,120,auprc_high_is_suspicious,unique_ratio,0.5313066885253608,0.4787115283790087,0.5899103205986749,0.4861415949041515,0.5807169086839545,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,attack_alert,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_random_continuous,benign_continuous,200,youden_j,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,delta_j_combined_minus_volume,combined-minus-volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_random_continuous,benign_continuous,200,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_random_continuous,benign_continuous,200,auprc_high_is_suspicious,entropy,0.5368237597903295,0.5087268376349344,0.5649736858574236,0.5130722400230986,0.5609014782509922,20
test,continuous,attack_random_continuous,benign_continuous,200,auprc_high_is_suspicious,unique_ratio,0.5115319168268296,0.4500163686244016,0.580730190018182,0.45927616970417356,0.5687788539820516,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,combined,0.5050000000000001,0.41,0.6,0.42666666666666664,0.5850833333333337,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,combined,-0.5050000000000001,-0.6033749999999999,-0.4116666666666666,-0.5866666666666667,-0.42666666666666664,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,volume,0.5050000000000001,0.41,0.6033333333333333,0.425,0.585,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,volume,0.5050000000000001,0.4099583333333332,0.6016666666666667,0.42333333333333334,0.5866666666666667,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,entropy,0.9683333333333334,0.945,0.9899999999999999,0.9483333333333333,0.9866666666666667,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,entropy,-0.9683333333333334,-0.9899999999999999,-0.9433333333333331,-0.9866666666666667,-0.9483333333333333,20
test,continuous,attack_fixed_continuous,benign_continuous,24,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,attack_alert,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,youden_j,unique,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,24,delta_j_combined_minus_volume,combined-minus-volume,-0.5050000000000001,-0.6016666666666667,-0.4099583333333338,-0.5850000000000001,-0.42333333333333334,20
test,continuous,attack_fixed_continuous,benign_continuous,24,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_fixed_continuous,benign_continuous,24,auprc_high_is_suspicious,entropy,0.32123949490166714,0.31991877201781393,0.3227048327627262,0.32009168732570015,0.3224786221370506,20
test,continuous,attack_fixed_continuous,benign_continuous,24,auprc_high_is_suspicious,unique_ratio,0.32064684842016733,0.31955657033192575,0.3218704403536539,0.31969608931176263,0.32166689325587555,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,combined,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,entropy,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,attack_alert,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,youden_j,unique,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,delta_j_combined_minus_volume,combined-minus-volume,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,60,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_fixed_continuous,benign_continuous,60,auprc_high_is_suspicious,entropy,0.31688174881971776,0.316439181482621,0.317392510000109,0.3165098217213455,0.3172917738705694,20
test,continuous,attack_fixed_continuous,benign_continuous,60,auprc_high_is_suspicious,unique_ratio,0.31724755308535796,0.3167491652998443,0.31777615636595385,0.316824496789499,0.31768687020966124,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,combined,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,entropy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,entropy,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,benign_trigger,unique,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,attack_alert,unique,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,youden_j,unique,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,delta_j_combined_minus_volume,combined-minus-volume,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,120,auprc_high_is_suspicious,volume,0.5,0.5,0.5,0.5,0.5,20
test,continuous,attack_fixed_continuous,benign_continuous,120,auprc_high_is_suspicious,entropy,0.3160725241188192,0.3156648165636972,0.3165396846199734,0.3157266022383242,0.31644925038270866,20
test,continuous,attack_fixed_continuous,benign_continuous,120,auprc_high_is_suspicious,unique_ratio,0.3162946538629364,0.315871375272381,0.31677339000919524,0.31593325419838203,0.31668506838856386,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,attack_alert,legacy,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,youden_j,legacy,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,combined,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,attack_alert,combined,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,youden_j,combined,-1.0,-1.0,-1.0,-1.0,-1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,attack_alert,volume,1.0,1.0,1.0,1.0,1.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,youden_j,volume,0.0,0.0,0.0,0.0,0.0,20
test,continuous,attack_fixed_continuous,benign_continuous,200,benign_trigger,entropy,1.0,1.0,1.0,1.0,1.0,20
