condition,level,seed,window_idx,samples,entropy,unique_ratio,block_legacy,block_combined,block_volume,block_entropy,block_unique
benign,200,40261417,0,198,7.5789,0.9747,1,1,1,1,1
benign,200,40261417,1,199,7.5864,0.9749,1,1,1,1,1
benign,200,40261417,2,199,7.5864,0.9749,1,1,1,1,1
benign,200,40261417,3,200,7.5939,0.9750,1,1,1,1,1
benign,200,40261417,4,200,7.5939,0.9750,1,1,1,1,1
benign,200,40261417,5,200,7.5939,0.9750,1,1,1,1,1
benign,200,40261417,6,200,7.6039,0.9800,1,1,1,1,1
benign,200,40261417,7,201,7.6113,0.9801,1,1,1,1,1
benign,200,40261417,8,202,7.6186,0.9802,1,1,1,1,1
benign,200,40261417,9,202,7.6186,0.9802,1,1,1,1,1
benign,200,40261417,10,203,7.6259,0.9803,1,1,1,1,1
benign,200,40261417,11,204,7.6332,0.9804,1,1,1,1,1
benign,200,40261417,12,203,7.6259,0.9803,1,1,1,1,1
benign,200,40261417,13,201,7.6113,0.9801,1,1,1,1,1
benign,200,40261417,14,200,7.6039,0.9800,1,1,1,1,1
benign,200,40261417,15,200,7.6039,0.9800,1,1,1,1,1
benign,200,40261417,16,201,7.6113,0.9801,1,1,1,1,1
benign,200,40261417,17,202,7.6186,0.9802,1,1,1,1,1
benign,200,40261417,18,203,7.6259,0.9803,1,1,1,1,1
benign,200,40261417,19,203,7.6259,0.9803,1,1,1,1,1
benign,200,40261417,20,203,7.6259,0.9803,1,1,1,1,1
benign,200,40261417,21,203,7.6259,0.9803,1,1,1,1,1
benign,200,40261417,22,200,7.6039,0.9800,1,1,1,1,1
benign,200,40261417,23,195,7.5663,0.9795,1,1,1,1,1
benign,200,40261417,24,196,7.5739,0.9796,1,1,1,1,1
benign,200,40261417,25,197,7.5713,0.9746,1,1,1,1,1
benign,200,40261417,26,193,7.5406,0.9741,1,1,1,1,1
benign,200,40261417,27,194,7.5484,0.9742,1,1,1,1,1
benign,200,40261417,28,193,7.5406,0.9741,1,1,1,1,1
benign,200,40261417,29,191,7.5251,0.9738,1,1,1,1,1
benign,200,40261417,30,189,7.5199,0.9788,1,1,1,1,1
benign,200,40261417,31,186,7.4961,0.9785,1,1,1,1,1
benign,200,40261417,32,187,7.5041,0.9786,1,1,1,1,1
benign,200,40261417,33,188,7.5120,0.9787,1,1,1,1,1
benign,200,40261417,34,189,7.5199,0.9788,1,1,1,1,1
benign,200,40261417,35,188,7.5120,0.9787,1,1,1,1,1
benign,200,40261417,36,187,7.5041,0.9786,1,1,1,1,1
benign,200,40261417,37,188,7.5120,0.9787,1,1,1,1,1
benign,200,40261417,38,189,7.5199,0.9788,1,1,1,1,1
benign,200,40261417,39,190,7.5278,0.9789,1,1,1,1,1
benign,200,40261417,40,191,7.5355,0.9791,1,1,1,1,1
benign,200,40261417,41,192,7.5433,0.9792,1,1,1,1,1
benign,200,40261417,42,191,7.5251,0.9738,1,1,1,1,1
benign,200,40261417,43,190,7.5172,0.9737,1,1,1,1,1
benign,200,40261417,44,189,7.5093,0.9735,1,1,1,1,1
benign,200,40261417,45,190,7.5172,0.9737,1,1,1,1,1
benign,200,40261417,46,191,7.5251,0.9738,1,1,1,1,1
benign,200,40261417,47,192,7.5329,0.9740,1,1,1,1,1
benign,200,40261417,48,193,7.5406,0.9741,1,1,1,1,1
benign,200,40261417,49,194,7.5484,0.9742,1,1,1,1,1
benign,200,40261417,50,195,7.5560,0.9744,1,1,1,1,1
benign,200,40261417,51,196,7.5637,0.9745,1,1,1,1,1
benign,200,40261417,52,197,7.5713,0.9746,1,1,1,1,1
benign,200,40261417,53,195,7.5560,0.9744,1,1,1,1,1
benign,200,40261417,54,194,7.5484,0.9742,1,1,1,1,1
benign,200,40261417,55,193,7.5406,0.9741,1,1,1,1,1
benign,200,40261417,56,194,7.5484,0.9742,1,1,1,1,1
benign,200,40261417,57,195,7.5560,0.9744,1,1,1,1,1
benign,200,40261417,58,196,7.5637,0.9745,1,1,1,1,1
benign,200,40261417,59,193,7.5406,0.9741,1,1,1,1,1
benign,200,40261417,60,194,7.5484,0.9742,1,1,1,1,1
benign,200,40261417,61,194,7.5484,0.9742,1,1,1,1,1
benign,200,40261417,62,193,7.5406,0.9741,1,1,1,1,1
benign,200,40261417,63,192,7.5329,0.9740,1,1,1,1,1
benign,200,40261417,64,193,7.5303,0.9689,1,1,1,1,1
benign,200,40261417,65,194,7.5381,0.9691,1,1,1,1,1
benign,200,40261417,66,193,7.5303,0.9689,1,1,1,1,1
benign,200,40261417,67,193,7.5303,0.9689,1,1,1,1,1
benign,200,40261417,68,194,7.5277,0.9639,1,1,1,1,1
benign,200,40261417,69,194,7.5277,0.9639,1,1,1,1,1
benign,200,40261417,70,193,7.5199,0.9637,1,1,1,1,1
benign,200,40261417,71,194,7.5277,0.9639,1,1,1,1,1
benign,200,40261417,72,194,7.5277,0.9639,1,1,1,1,1
benign,200,40261417,73,194,7.5174,0.9588,1,1,1,1,1
benign,200,40261417,74,195,7.5253,0.9590,1,1,1,1,1
benign,200,40261417,75,196,7.5331,0.9592,1,1,1,1,1
benign,200,40261417,76,196,7.5331,0.9592,1,1,1,1,1
benign,200,40261417,77,197,7.5408,0.9594,1,1,1,1,1
benign,200,40261417,78,198,7.5485,0.9596,1,1,1,1,1
benign,200,40261417,79,199,7.5562,0.9598,1,1,1,1,1
benign,200,40261417,80,198,7.5586,0.9646,1,1,1,1,1
benign,200,40261417,81,198,7.5688,0.9697,1,1,1,1,1
benign,200,40261417,82,198,7.5586,0.9646,1,1,1,1,1
benign,200,40261417,83,199,7.5663,0.9648,1,1,1,1,1
benign,200,40261417,84,200,7.5739,0.9650,1,1,1,1,1
benign,200,40261417,85,200,7.5839,0.9700,1,1,1,1,1
benign,200,40261417,86,201,7.5914,0.9701,1,1,1,1,1
benign,200,40261417,87,202,7.5988,0.9703,1,1,1,1,1
benign,200,40261417,88,201,7.5814,0.9652,1,1,1,1,1
benign,200,40261417,89,201,7.5814,0.9652,1,1,1,1,1
benign,200,40261417,90,202,7.5889,0.9653,1,1,1,1,1
benign,200,40261417,91,200,7.5739,0.9650,1,1,1,1,1
benign,200,40261417,92,197,7.5510,0.9645,1,1,1,1,1
benign,200,40261417,93,198,7.5586,0.9646,1,1,1,1,1
benign,200,40261417,94,199,7.5663,0.9648,1,1,1,1,1
benign,200,40261417,95,197,7.5510,0.9645,1,1,1,1,1
benign,200,40261417,96,198,7.5586,0.9646,1,1,1,1,1
benign,200,40261417,97,199,7.5663,0.9648,1,1,1,1,1
benign,200,40261417,98,200,7.5739,0.9650,1,1,1,1,1
benign,200,40261417,99,201,7.5714,0.9602,1,1,1,1,1
benign,200,40261417,100,202,7.5790,0.9604,1,1,1,1,1
benign,200,40261417,101,200,7.5639,0.9600,1,1,1,1,1
benign,200,40261417,102,200,7.5639,0.9600,1,1,1,1,1
benign,200,40261417,103,196,7.5331,0.9592,1,1,1,1,1
benign,200,40261417,104,197,7.5408,0.9594,1,1,1,1,1
benign,200,40261417,105,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,106,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,107,193,7.4992,0.9534,1,1,1,1,1
benign,200,40261417,108,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,109,190,7.4751,0.9526,1,1,1,1,1
benign,200,40261417,110,191,7.4832,0.9529,1,1,1,1,1
benign,200,40261417,111,192,7.4912,0.9531,1,1,1,1,1
benign,200,40261417,112,192,7.5016,0.9583,1,1,1,1,1
benign,200,40261417,113,192,7.5016,0.9583,1,1,1,1,1
benign,200,40261417,114,191,7.4937,0.9581,1,1,1,1,1
benign,200,40261417,115,191,7.4937,0.9581,1,1,1,1,1
benign,200,40261417,116,192,7.5016,0.9583,1,1,1,1,1
benign,200,40261417,117,192,7.5016,0.9583,1,1,1,1,1
benign,200,40261417,118,191,7.4937,0.9581,1,1,1,1,1
benign,200,40261417,119,192,7.4912,0.9531,1,1,1,1,1
benign,200,40261417,120,192,7.4912,0.9531,1,1,1,1,1
benign,200,40261417,121,193,7.4992,0.9534,1,1,1,1,1
benign,200,40261417,122,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,123,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,124,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,125,195,7.5150,0.9538,1,1,1,1,1
benign,200,40261417,126,194,7.5071,0.9536,1,1,1,1,1
benign,200,40261417,127,195,7.5150,0.9538,1,1,1,1,1
benign,200,40261417,128,195,7.5150,0.9538,1,1,1,1,1
benign,200,40261417,129,196,7.5229,0.9541,1,1,1,1,1
benign,200,40261417,130,196,7.5229,0.9541,1,1,1,1,1
benign,200,40261417,131,195,7.5048,0.9487,1,1,1,1,1
benign,200,40261417,132,195,7.5048,0.9487,1,1,1,1,1
benign,200,40261417,133,196,7.5127,0.9490,1,1,1,1,1
benign,200,40261417,134,196,7.5127,0.9490,1,1,1,1,1
benign,200,40261417,135,197,7.5205,0.9492,1,1,1,1,1
benign,200,40261417,136,197,7.5205,0.9492,1,1,1,1,1
benign,200,40261417,137,197,7.5205,0.9492,1,1,1,1,1
benign,200,40261417,138,198,7.5283,0.9495,1,1,1,1,1
benign,200,40261417,139,198,7.5283,0.9495,1,1,1,1,1
benign,200,40261417,140,198,7.5283,0.9495,1,1,1,1,1
benign,200,40261417,141,199,7.5361,0.9497,1,1,1,1,1
benign,200,40261417,142,200,7.5339,0.9450,1,1,1,1,1
benign,200,40261417,143,198,7.5182,0.9444,1,1,1,1,1
benign,200,40261417,144,198,7.5283,0.9495,1,1,1,1,1
benign,200,40261417,145,197,7.5205,0.9492,1,1,1,1,1
benign,200,40261417,146,195,7.5048,0.9487,1,1,1,1,1
benign,200,40261417,147,196,7.5127,0.9490,1,1,1,1,1
benign,200,40261417,148,197,7.5205,0.9492,1,1,1,1,1
benign,200,40261417,149,197,7.5205,0.9492,1,1,1,1,1
attack_fixed,60,26291006,0,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,1,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,2,54,0.9203,0.1481,1,0,1,0,0
attack_fixed,60,26291006,3,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,4,54,0.9203,0.1481,1,0,1,0,0
attack_fixed,60,26291006,5,53,0.9339,0.1509,1,0,1,0,0
attack_fixed,60,26291006,6,53,0.9339,0.1509,1,0,1,0,0
attack_fixed,60,26291006,7,54,0.9203,0.1481,1,0,1,0,0
attack_fixed,60,26291006,8,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,9,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,10,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,11,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,12,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,13,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,14,52,0.9479,0.1538,1,0,1,0,0
attack_fixed,60,26291006,15,52,0.9479,0.1538,1,0,1,0,0
attack_fixed,60,26291006,16,52,0.9479,0.1538,1,0,1,0,0
attack_fixed,60,26291006,17,53,0.9339,0.1509,1,0,1,0,0
attack_fixed,60,26291006,18,54,0.9203,0.1481,1,0,1,0,0
attack_fixed,60,26291006,19,55,0.9072,0.1455,1,0,1,0,0
attack_fixed,60,26291006,20,56,0.8945,0.1429,1,0,1,0,0
attack_fixed,60,26291006,21,53,0.8022,0.1321,1,0,1,0,0
attack_fixed,60,26291006,22,54,0.7905,0.1296,1,0,1,0,0
attack_fixed,60,26291006,23,53,0.6698,0.1132,1,0,1,0,0
attack_fixed,60,26291006,24,53,0.6698,0.1132,1,0,1,0,0
attack_fixed,60,26291006,25,52,0.5451,0.0962,1,0,1,0,0
attack_fixed,60,26291006,26,50,0.4225,0.0800,1,0,1,0,0
attack_fixed,60,26291006,27,51,0.4160,0.0784,1,0,1,0,0
attack_fixed,60,26291006,28,52,0.4097,0.0769,1,0,1,0,0
attack_fixed,60,26291006,29,51,0.4160,0.0784,1,0,1,0,0
attack_fixed,60,26291006,30,51,0.4160,0.0784,1,0,1,0,0
attack_fixed,60,26291006,31,52,0.4097,0.0769,1,0,1,0,0
attack_fixed,60,26291006,32,53,0.4035,0.0755,1,0,1,0,0
attack_fixed,60,26291006,33,51,0.2779,0.0588,1,0,1,0,0
attack_fixed,60,26291006,34,51,0.1392,0.0392,1,0,1,0,0
attack_fixed,60,26291006,35,51,0.1392,0.0392,1,0,1,0,0
attack_fixed,60,26291006,36,50,0.1414,0.0400,1,0,1,0,0
attack_fixed,60,26291006,37,51,0.1392,0.0392,1,0,1,0,0
attack_fixed,60,26291006,38,50,0.1414,0.0400,1,0,1,0,0
attack_fixed,60,26291006,39,50,0.1414,0.0400,1,0,1,0,0
attack_fixed,60,26291006,40,48,0.1461,0.0417,1,0,1,0,0
attack_fixed,60,26291006,41,49,0.1437,0.0408,1,0,1,0,0
attack_fixed,60,26291006,42,50,0.1414,0.0400,1,0,1,0,0
attack_fixed,60,26291006,43,51,0.1392,0.0392,1,0,1,0,0
attack_fixed,60,26291006,44,49,0.1437,0.0408,1,0,1,0,0
attack_fixed,60,26291006,45,50,0.1414,0.0400,1,0,1,0,0
attack_fixed,60,26291006,46,51,0.1392,0.0392,1,0,1,0,0
attack_fixed,60,26291006,47,52,0.1371,0.0385,1,0,1,0,0
attack_fixed,60,26291006,48,52,0.1371,0.0385,1,0,1,0,0
attack_fixed,60,26291006,49,50,0.1414,0.0400,1,0,1,0,0
attack_fixed,60,26291006,50,51,0.1392,0.0392,1,0,1,0,0
attack_fixed,60,26291006,51,52,0.1371,0.0385,1,0,1,0,0
attack_fixed,60,26291006,52,53,0.1350,0.0377,1,0,1,0,0
attack_fixed,60,26291006,53,54,0.1330,0.0370,1,0,1,0,0
attack_fixed,60,26291006,54,55,0.2617,0.0545,1,0,1,0,0
attack_fixed,60,26291006,55,54,0.1330,0.0370,1,0,1,0,0
attack_fixed,60,26291006,56,53,0.1350,0.0377,1,0,1,0,0
attack_fixed,60,26291006,57,54,0.1330,0.0370,1,0,1,0,0
attack_fixed,60,26291006,58,54,0.1330,0.0370,1,0,1,0,0
attack_fixed,60,26291006,59,55,0.1311,0.0364,1,0,1,0,0
attack_fixed,60,26291006,60,56,0.1292,0.0357,1,0,1,0,0
attack_fixed,60,26291006,61,57,0.1274,0.0351,1,0,1,0,0
attack_fixed,60,26291006,62,56,0.1292,0.0357,1,0,1,0,0
attack_fixed,60,26291006,63,56,0.1292,0.0357,1,0,1,0,0
attack_fixed,60,26291006,64,57,0.1274,0.0351,1,0,1,0,0
attack_fixed,60,26291006,65,57,0.1274,0.0351,1,0,1,0,0
attack_fixed,60,26291006,66,58,0.1257,0.0345,1,0,1,0,0
attack_fixed,60,26291006,67,57,0.2544,0.0526,1,0,1,0,0
attack_fixed,60,26291006,68,58,0.2509,0.0517,1,0,1,0,0
attack_fixed,60,26291006,69,59,0.2475,0.0508,1,0,1,0,0
attack_fixed,60,26291006,70,59,0.2475,0.0508,1,0,1,0,0
attack_fixed,60,26291006,71,60,0.2442,0.0500,1,0,1,0,0
attack_fixed,60,26291006,72,59,0.2475,0.0508,1,0,1,0,0
attack_fixed,60,26291006,73,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,74,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,75,61,0.3609,0.0656,1,0,1,0,0
attack_fixed,60,26291006,76,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,77,59,0.3706,0.0678,1,0,1,0,0
attack_fixed,60,26291006,78,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,79,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,80,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,81,61,0.3609,0.0656,1,0,1,0,0
attack_fixed,60,26291006,82,62,0.3562,0.0645,1,0,1,0,0
attack_fixed,60,26291006,83,63,0.3517,0.0635,1,0,1,0,0
attack_fixed,60,26291006,84,60,0.3656,0.0667,1,0,1,0,0
attack_fixed,60,26291006,85,61,0.3609,0.0656,1,0,1,0,0
attack_fixed,60,26291006,86,62,0.3562,0.0645,1,0,1,0,0
attack_fixed,60,26291006,87,63,0.3517,0.0635,1,0,1,0,0
attack_fixed,60,26291006,88,64,0.3473,0.0625,1,0,1,0,0
attack_fixed,60,26291006,89,64,0.3473,0.0625,1,0,1,0,0
attack_fixed,60,26291006,90,63,0.3517,0.0635,1,0,1,0,0
attack_fixed,60,26291006,91,64,0.3473,0.0625,1,0,1,0,0
attack_fixed,60,26291006,92,64,0.3473,0.0625,1,0,1,0,0
attack_fixed,60,26291006,93,65,0.3430,0.0615,1,0,1,0,0
attack_fixed,60,26291006,94,64,0.3473,0.0625,1,0,1,0,0
attack_fixed,60,26291006,95,61,0.3609,0.0656,1,0,1,0,0
attack_fixed,60,26291006,96,59,0.3706,0.0678,1,0,1,0,0
attack_fixed,60,26291006,97,59,0.4932,0.0847,1,0,1,0,0
attack_fixed,60,26291006,98,59,0.4932,0.0847,1,0,1,0,0
attack_fixed,60,26291006,99,60,0.4867,0.0833,1,0,1,0,0
attack_fixed,60,26291006,100,61,0.4803,0.0820,1,0,1,0,0
attack_fixed,60,26291006,101,61,0.4803,0.0820,1,0,1,0,0
attack_fixed,60,26291006,102,62,0.4741,0.0806,1,0,1,0,0
attack_fixed,60,26291006,103,59,0.4932,0.0847,1,0,1,0,0
attack_fixed,60,26291006,104,60,0.5740,0.0833,1,0,1,0,0
attack_fixed,60,26291006,105,59,0.5816,0.0847,1,0,1,0,0
attack_fixed,60,26291006,106,58,0.5894,0.0862,1,0,1,0,0
attack_fixed,60,26291006,107,57,0.5974,0.0877,1,0,1,0,0
attack_fixed,60,26291006,108,56,0.6057,0.0893,1,0,1,0,0
attack_fixed,60,26291006,109,57,0.5974,0.0877,1,0,1,0,0
attack_fixed,60,26291006,110,58,0.5894,0.0862,1,0,1,0,0
attack_fixed,60,26291006,111,57,0.4718,0.0702,1,0,1,0,0
attack_fixed,60,26291006,112,58,0.4655,0.0690,1,0,1,0,0
attack_fixed,60,26291006,113,53,0.4992,0.0755,1,0,1,0,0
attack_fixed,60,26291006,114,53,0.4992,0.0755,1,0,1,0,0
attack_fixed,60,26291006,115,50,0.5222,0.0800,1,0,1,0,0
attack_fixed,60,26291006,116,51,0.5143,0.0784,1,0,1,0,0
attack_fixed,60,26291006,117,52,0.5066,0.0769,1,0,1,0,0
attack_fixed,60,26291006,118,53,0.4992,0.0755,1,0,1,0,0
attack_fixed,60,26291006,119,54,0.4921,0.0741,1,0,1,0,0
attack_fixed,60,26291006,120,55,0.4851,0.0727,1,0,1,0,0
attack_fixed,60,26291006,121,55,0.4851,0.0727,1,0,1,0,0
attack_fixed,60,26291006,122,56,0.4784,0.0714,1,0,1,0,0
attack_fixed,60,26291006,123,55,0.3919,0.0727,1,0,1,0,0
attack_fixed,60,26291006,124,55,0.3919,0.0727,1,0,1,0,0
attack_fixed,60,26291006,125,54,0.3976,0.0741,1,0,1,0,0
attack_fixed,60,26291006,126,53,0.4035,0.0755,1,0,1,0,0
attack_fixed,60,26291006,127,52,0.4097,0.0769,1,0,1,0,0
attack_fixed,60,26291006,128,53,0.4035,0.0755,1,0,1,0,0
attack_fixed,60,26291006,129,53,0.4035,0.0755,1,0,1,0,0
attack_fixed,60,26291006,130,54,0.3976,0.0741,1,0,1,0,0
attack_fixed,60,26291006,131,52,0.4097,0.0769,1,0,1,0,0
attack_fixed,60,26291006,132,52,0.4097,0.0769,1,0,1,0,0
attack_fixed,60,26291006,133,53,0.5370,0.0943,1,0,1,0,0
attack_fixed,60,26291006,134,54,0.5291,0.0926,1,0,1,0,0
attack_fixed,60,26291006,135,54,0.6601,0.1111,1,0,1,0,0
attack_fixed,60,26291006,136,53,0.6698,0.1132,1,0,1,0,0
attack_fixed,60,26291006,137,53,0.6698,0.1132,1,0,1,0,0
attack_fixed,60,26291006,138,51,0.6904,0.1176,1,0,1,0,0
attack_fixed,60,26291006,139,52,0.6799,0.1154,1,0,1,0,0
attack_fixed,60,26291006,140,53,0.6698,0.1132,1,0,1,0,0
attack_fixed,60,26291006,141,54,0.6601,0.1111,1,0,1,0,0
attack_fixed,60,26291006,142,54,0.6601,0.1111,1,0,1,0,0
attack_fixed,60,26291006,143,55,0.7792,0.1273,1,0,1,0,0
attack_fixed,60,26291006,144,53,0.8022,0.1321,1,0,1,0,0
attack_fixed,60,26291006,145,52,0.8142,0.1346,1,0,1,0,0
attack_fixed,60,26291006,146,52,0.8142,0.1346,1,0,1,0,0
attack_fixed,60,26291006,147,52,0.8142,0.1346,1,0,1,0,0
attack_fixed,60,26291006,148,53,0.8022,0.1321,1,0,1,0,0
attack_fixed,60,26291006,149,54,0.7905,0.1296,1,0,1,0,0
attack_sweep,200,40271423,0,212,7.6996,0.9858,1,1,1,1,1
attack_sweep,200,40271423,1,208,7.6716,0.9856,1,1,1,1,1
attack_sweep,200,40271423,2,208,7.6812,0.9904,1,1,1,1,1
attack_sweep,200,40271423,3,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,4,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,5,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,6,210,7.6952,0.9905,1,1,1,1,1
attack_sweep,200,40271423,7,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,8,206,7.6768,0.9951,1,1,1,1,1
attack_sweep,200,40271423,9,207,7.6838,0.9952,1,1,1,1,1
attack_sweep,200,40271423,10,205,7.6600,0.9902,1,1,1,1,1
attack_sweep,200,40271423,11,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,12,207,7.6742,0.9903,1,1,1,1,1
attack_sweep,200,40271423,13,208,7.6812,0.9904,1,1,1,1,1
attack_sweep,200,40271423,14,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,15,210,7.6952,0.9905,1,1,1,1,1
attack_sweep,200,40271423,16,208,7.6812,0.9904,1,1,1,1,1
attack_sweep,200,40271423,17,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,18,208,7.6812,0.9904,1,1,1,1,1
attack_sweep,200,40271423,19,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,20,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,21,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,22,207,7.6742,0.9903,1,1,1,1,1
attack_sweep,200,40271423,23,207,7.6742,0.9903,1,1,1,1,1
attack_sweep,200,40271423,24,208,7.6812,0.9904,1,1,1,1,1
attack_sweep,200,40271423,25,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,26,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,27,210,7.6952,0.9905,1,1,1,1,1
attack_sweep,200,40271423,28,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,29,210,7.6952,0.9905,1,1,1,1,1
attack_sweep,200,40271423,30,211,7.7021,0.9905,1,1,1,1,1
attack_sweep,200,40271423,31,211,7.7021,0.9905,1,1,1,1,1
attack_sweep,200,40271423,32,212,7.7091,0.9906,1,1,1,1,1
attack_sweep,200,40271423,33,212,7.7091,0.9906,1,1,1,1,1
attack_sweep,200,40271423,34,210,7.6952,0.9905,1,1,1,1,1
attack_sweep,200,40271423,35,209,7.6882,0.9904,1,1,1,1,1
attack_sweep,200,40271423,36,210,7.6952,0.9905,1,1,1,1,1
attack_sweep,200,40271423,37,202,7.6384,0.9901,1,1,1,1,1
attack_sweep,200,40271423,38,203,7.6456,0.9901,1,1,1,1,1
attack_sweep,200,40271423,39,204,7.6528,0.9902,1,1,1,1,1
attack_sweep,200,40271423,40,204,7.6528,0.9902,1,1,1,1,1
attack_sweep,200,40271423,41,201,7.6312,0.9900,1,1,1,1,1
attack_sweep,200,40271423,42,201,7.6312,0.9900,1,1,1,1,1
attack_sweep,200,40271423,43,200,7.6239,0.9900,1,1,1,1,1
attack_sweep,200,40271423,44,200,7.6239,0.9900,1,1,1,1,1
attack_sweep,200,40271423,45,201,7.6312,0.9900,1,1,1,1,1
attack_sweep,200,40271423,46,202,7.6384,0.9901,1,1,1,1,1
attack_sweep,200,40271423,47,200,7.6239,0.9900,1,1,1,1,1
attack_sweep,200,40271423,48,201,7.6312,0.9900,1,1,1,1,1
attack_sweep,200,40271423,49,201,7.6312,0.9900,1,1,1,1,1
attack_sweep,200,40271423,50,202,7.6384,0.9901,1,1,1,1,1
attack_sweep,200,40271423,51,203,7.6456,0.9901,1,1,1,1,1
attack_sweep,200,40271423,52,204,7.6528,0.9902,1,1,1,1,1
attack_sweep,200,40271423,53,205,7.6600,0.9902,1,1,1,1,1
attack_sweep,200,40271423,54,203,7.6456,0.9901,1,1,1,1,1
attack_sweep,200,40271423,55,203,7.6456,0.9901,1,1,1,1,1
attack_sweep,200,40271423,56,203,7.6456,0.9901,1,1,1,1,1
attack_sweep,200,40271423,57,204,7.6528,0.9902,1,1,1,1,1
attack_sweep,200,40271423,58,205,7.6600,0.9902,1,1,1,1,1
attack_sweep,200,40271423,59,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,60,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,61,203,7.6555,0.9951,1,1,1,1,1
attack_sweep,200,40271423,62,204,7.6626,0.9951,1,1,1,1,1
attack_sweep,200,40271423,63,204,7.6626,0.9951,1,1,1,1,1
attack_sweep,200,40271423,64,204,7.6626,0.9951,1,1,1,1,1
attack_sweep,200,40271423,65,205,7.6697,0.9951,1,1,1,1,1
attack_sweep,200,40271423,66,206,7.6768,0.9951,1,1,1,1,1
attack_sweep,200,40271423,67,207,7.6838,0.9952,1,1,1,1,1
attack_sweep,200,40271423,68,206,7.6768,0.9951,1,1,1,1,1
attack_sweep,200,40271423,69,207,7.6838,0.9952,1,1,1,1,1
attack_sweep,200,40271423,70,208,7.6908,0.9952,1,1,1,1,1
attack_sweep,200,40271423,71,209,7.6978,0.9952,1,1,1,1,1
attack_sweep,200,40271423,72,209,7.6978,0.9952,1,1,1,1,1
attack_sweep,200,40271423,73,208,7.6908,0.9952,1,1,1,1,1
attack_sweep,200,40271423,74,207,7.6838,0.9952,1,1,1,1,1
attack_sweep,200,40271423,75,207,7.6838,0.9952,1,1,1,1,1
attack_sweep,200,40271423,76,208,7.6908,0.9952,1,1,1,1,1
attack_sweep,200,40271423,77,209,7.6978,0.9952,1,1,1,1,1
attack_sweep,200,40271423,78,209,7.6978,0.9952,1,1,1,1,1
attack_sweep,200,40271423,79,206,7.6768,0.9951,1,1,1,1,1
attack_sweep,200,40271423,80,206,7.6768,0.9951,1,1,1,1,1
attack_sweep,200,40271423,81,206,7.6768,0.9951,1,1,1,1,1
attack_sweep,200,40271423,82,207,7.6838,0.9952,1,1,1,1,1
attack_sweep,200,40271423,83,208,7.6908,0.9952,1,1,1,1,1
attack_sweep,200,40271423,84,208,7.6812,0.9904,1,1,1,1,1
attack_sweep,200,40271423,85,206,7.6671,0.9903,1,1,1,1,1
attack_sweep,200,40271423,86,207,7.6742,0.9903,1,1,1,1,1
attack_sweep,200,40271423,87,205,7.6600,0.9902,1,1,1,1,1
attack_sweep,200,40271423,88,205,7.6600,0.9902,1,1,1,1,1
attack_sweep,200,40271423,89,204,7.6528,0.9902,1,1,1,1,1
attack_sweep,200,40271423,90,204,7.6528,0.9902,1,1,1,1,1
attack_sweep,200,40271423,91,204,7.6626,0.9951,1,1,1,1,1
attack_sweep,200,40271423,92,204,7.6724,1.0000,1,1,1,1,1
