behavior,level,run,configuration,decisions,triggers,rate
random2048,300,17,initial,300,300,1.0
random2048,300,17,locked,300,300,1.0
random2048,300,18,initial,300,300,1.0
random2048,300,18,locked,300,300,1.0
random2048,300,19,initial,300,300,1.0
random2048,300,19,locked,300,288,0.96
sequential,300,0,initial,300,300,1.0
sequential,300,0,locked,300,300,1.0
sequential,300,1,initial,300,300,1.0
sequential,300,1,locked,300,300,1.0
sequential,300,2,initial,300,300,1.0
sequential,300,2,locked,300,300,1.0
sequential,300,3,initial,300,300,1.0
sequential,300,3,locked,300,300,1.0
sequential,300,4,initial,300,300,1.0
sequential,300,4,locked,300,300,1.0
sequential,300,5,initial,300,300,1.0
sequential,300,5,locked,300,300,1.0
sequential,300,6,initial,300,300,1.0
sequential,300,6,locked,300,300,1.0
sequential,300,7,initial,300,300,1.0
sequential,300,7,locked,300,300,1.0
sequential,300,8,initial,300,300,1.0
sequential,300,8,locked,300,300,1.0
sequential,300,9,initial,300,300,1.0
sequential,300,9,locked,300,300,1.0
sequential,300,10,initial,300,300,1.0
sequential,300,10,locked,300,300,1.0
sequential,300,11,initial,300,300,1.0
sequential,300,11,locked,300,300,1.0
sequential,300,12,initial,300,300,1.0
sequential,300,12,locked,300,300,1.0
sequential,300,13,initial,300,300,1.0
sequential,300,13,locked,300,300,1.0
sequential,300,14,initial,300,300,1.0
sequential,300,14,locked,300,300,1.0
sequential,300,15,initial,300,300,1.0
sequential,300,15,locked,300,300,1.0
sequential,300,16,initial,300,300,1.0
sequential,300,16,locked,300,300,1.0
sequential,300,17,initial,300,300,1.0
sequential,300,17,locked,300,300,1.0
sequential,300,18,initial,300,300,1.0
sequential,300,18,locked,300,300,1.0
sequential,300,19,initial,300,300,1.0
sequential,300,19,locked,300,300,1.0
smallpool16,300,0,initial,300,0,0.0
smallpool16,300,0,locked,300,0,0.0
smallpool16,300,1,initial,300,0,0.0
smallpool16,300,1,locked,300,0,0.0
smallpool16,300,2,initial,300,0,0.0
smallpool16,300,2,locked,300,0,0.0
smallpool16,300,3,initial,300,0,0.0
smallpool16,300,3,locked,300,0,0.0
smallpool16,300,4,initial,300,0,0.0
smallpool16,300,4,locked,300,0,0.0
smallpool16,300,5,initial,300,0,0.0
smallpool16,300,5,locked,300,0,0.0
smallpool16,300,6,initial,300,0,0.0
smallpool16,300,6,locked,300,0,0.0
smallpool16,300,7,initial,300,0,0.0
smallpool16,300,7,locked,300,0,0.0
smallpool16,300,8,initial,300,0,0.0
smallpool16,300,8,locked,300,0,0.0
smallpool16,300,9,initial,300,0,0.0
smallpool16,300,9,locked,300,0,0.0
smallpool16,300,10,initial,300,0,0.0
smallpool16,300,10,locked,300,0,0.0
smallpool16,300,11,initial,300,0,0.0
smallpool16,300,11,locked,300,0,0.0
smallpool16,300,12,initial,300,0,0.0
smallpool16,300,12,locked,300,0,0.0
smallpool16,300,13,initial,300,0,0.0
smallpool16,300,13,locked,300,0,0.0
smallpool16,300,14,initial,300,0,0.0
smallpool16,300,14,locked,300,0,0.0
smallpool16,300,15,initial,300,0,0.0
smallpool16,300,15,locked,300,0,0.0
smallpool16,300,16,initial,300,0,0.0
smallpool16,300,16,locked,300,0,0.0
smallpool16,300,17,initial,300,0,0.0
smallpool16,300,17,locked,300,0,0.0
smallpool16,300,18,initial,300,0,0.0
smallpool16,300,18,locked,300,0,0.0
smallpool16,300,19,initial,300,0,0.0
smallpool16,300,19,locked,300,0,0.0
